,delay_in_seconds,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_rain,total_estradas,Month,Day,Hour
2490,0,1,10.0,1016.0,91.0,2.0,0,0,3,5,8
2491,0,1,15.0,1019.0,55.0,2.0,0,5,5,3,10
2492,0,0,13.0,1020.0,94.0,1.0,0,5,12,7,6
2493,89,1,28.0,1018.0,47.0,2.0,0,5,7,10,13
2494,0,0,13.0,1024.0,93.0,1.0,0,0,1,26,17
2495,0,1,17.0,1024.0,47.0,3.0,0,5,3,27,13
2496,0,1,11.0,1027.0,76.0,3.0,0,5,3,24,10
2497,0,2,10.0,1016.0,91.0,4.0,0,0,1,30,7
2498,610,1,13.0,1022.0,88.0,0.0,0,7,10,4,9
2499,0,0,12.0,1016.0,83.0,0.0,0,5,4,20,3
2500,0,0,12.0,1016.0,83.0,0.0,0,5,4,20,4
2501,0,0,16.0,1015.0,93.0,0.0,0,5,7,23,5
2502,0,0,15.0,1021.0,81.0,1.0,0,5,9,18,23
2503,4269,1,13.0,1021.0,68.0,1.0,0,10,11,16,10
2504,0,0,12.0,1025.0,92.0,0.0,0,0,1,28,2
2505,0,0,11.0,1019.0,91.0,0.0,0,5,5,11,22
2506,0,1,26.0,1021.0,41.0,4.0,0,5,6,5,15
2507,1450,0,16.0,1016.0,58.0,1.0,0,4,3,5,19
2508,37,1,8.0,1024.0,62.0,1.0,0,2,11,28,11
2509,0,0,9.0,1026.0,94.0,0.0,0,5,12,11,7
2510,0,1,22.0,1009.0,73.0,1.0,0,5,9,14,15
2511,28,0,15.0,1023.0,78.0,1.0,0,6,7,8,22
2512,0,0,10.0,1019.0,74.0,2.0,0,8,11,10,6
2513,3942,1,18.0,1009.0,83.0,1.0,0,16,9,14,18
2514,2968,1,21.0,1019.0,55.0,1.0,0,12,6,9,19
2515,505,1,23.0,1018.0,66.0,2.0,0,7,7,2,12
2516,2069,1,13.0,1011.0,94.0,4.0,2,11,4,10,11
2517,0,2,11.0,1019.0,66.0,6.0,0,5,4,18,7
2518,7485,0,13.0,1001.0,93.0,0.0,2,17,10,29,19
2519,0,0,15.0,1015.0,89.0,1.0,0,5,7,25,3
2520,331,0,16.0,1018.0,53.0,2.0,0,6,10,10,4
2521,0,0,13.0,1022.0,71.0,1.0,0,5,10,26,1
2522,0,0,8.0,1024.0,85.0,1.0,0,3,12,12,6
2523,0,0,10.0,1015.0,90.0,0.0,0,0,1,30,6
2524,0,0,9.0,1018.0,60.0,1.0,0,5,5,4,5
2525,0,0,11.0,1009.0,93.0,1.0,0,0,12,26,6
2526,0,1,15.0,1018.0,82.0,1.0,0,5,9,11,8
2527,0,0,9.0,1018.0,76.0,3.0,0,0,3,6,6
2528,1512,1,11.0,1025.0,94.0,3.0,0,5,12,9,10
2529,453,1,24.0,1019.0,63.0,1.0,0,7,9,16,14
2530,0,0,7.0,1024.0,91.0,0.0,0,5,3,24,4
2531,554,0,7.0,1018.0,55.0,4.0,0,6,11,27,18
2532,0,1,12.0,1024.0,59.0,0.0,0,5,11,18,10
2533,0,0,13.0,1018.0,90.0,0.0,0,5,12,28,0
2534,242,1,17.0,1021.0,59.0,0.0,0,8,10,21,15
2535,0,0,18.0,1016.0,78.0,1.0,0,5,6,10,23
2536,128,1,15.0,1015.0,88.0,0.0,0,0,12,27,12
2537,0,0,12.0,1016.0,81.0,1.0,0,5,4,5,4
2538,0,0,13.0,1014.0,87.0,1.0,0,0,12,23,0
2539,0,0,15.0,1022.0,87.0,0.0,0,5,10,1,3
2540,0,0,19.0,1017.0,59.0,3.0,0,5,7,15,4
2541,0,1,12.0,1010.0,91.0,2.0,0,0,1,21,16
2542,109,1,16.0,1020.0,72.0,1.0,0,5,9,18,10
2543,0,0,11.0,1015.0,94.0,1.0,0,5,11,1,5
2544,0,1,6.0,1020.0,65.0,2.0,0,0,3,20,7
2545,24,1,13.0,1022.0,94.0,6.0,0,0,1,29,11
2546,232,1,22.0,1020.0,63.0,0.0,0,5,10,8,11
2547,450,1,17.0,1016.0,48.0,2.0,0,6,7,20,12
2548,0,0,16.0,1023.0,75.0,0.0,0,5,7,8,21
2549,3845,0,15.0,1018.0,73.0,0.0,0,11,11,12,17
2550,366,0,8.0,1030.0,65.0,1.0,0,5,11,6,23
2551,0,0,10.0,1019.0,93.0,1.0,0,5,5,4,3
2552,0,1,16.0,1020.0,43.0,1.0,0,0,3,20,15
2553,0,1,13.0,1022.0,67.0,0.0,0,5,10,23,8
2554,0,1,13.0,1018.0,92.0,0.0,0,5,7,1,6
2555,41,0,13.0,1023.0,91.0,1.0,0,2,12,30,0
2556,834,1,17.0,1011.0,85.0,1.0,0,8,6,17,9
2557,0,0,14.0,1022.0,62.0,3.0,0,5,3,29,3
2558,0,1,18.0,1020.0,52.0,0.0,0,5,10,10,10
2559,1318,1,15.0,1013.0,82.0,1.0,0,12,6,2,8
2560,235,1,17.0,1021.0,60.0,0.0,0,5,10,21,16
2561,0,1,22.0,1023.0,45.0,1.0,0,5,9,21,13
2562,0,0,12.0,1020.0,93.0,1.0,0,0,1,26,1
2563,0,1,23.0,1017.0,55.0,0.0,0,5,6,30,16
2564,40,1,18.0,1019.0,51.0,0.0,0,5,11,14,14
2565,0,0,13.0,1010.0,92.0,1.0,0,5,6,21,5
2566,0,0,21.0,1014.0,73.0,1.0,0,5,7,11,3
2567,944,1,19.0,1017.0,48.0,4.0,0,8,4,8,17
2568,0,0,10.0,1024.0,67.0,2.0,0,5,11,19,1
2569,0,1,13.0,1020.0,86.0,0.0,0,5,7,12,7
2570,1040,1,14.0,1024.0,48.0,2.0,0,6,12,17,13
2571,0,0,7.0,1024.0,91.0,0.0,0,5,3,24,1
2572,0,0,8.0,1025.0,60.0,2.0,0,2,12,15,7
2573,0,2,10.0,1020.0,83.0,1.0,0,8,11,9,7
2574,0,0,17.0,1021.0,93.0,0.0,0,5,10,18,5
2575,0,0,14.0,1022.0,90.0,0.0,0,5,10,1,7
2576,0,0,8.0,1026.0,85.0,2.0,0,5,12,5,3
2577,5164,1,17.0,1018.0,93.0,0.0,0,11,9,17,9
2578,0,0,9.0,1018.0,63.0,1.0,0,5,5,4,4
2579,0,0,13.0,1011.0,90.0,0.0,0,5,4,10,22
2580,0,0,10.0,1024.0,94.0,3.0,0,2,12,9,5
2581,2739,0,11.0,1011.0,73.0,2.0,0,5,11,25,17
2582,90,1,15.0,1026.0,67.0,3.0,0,7,3,26,13
2583,281,1,11.0,1010.0,72.0,4.0,2,7,5,10,12
2584,0,0,10.0,1023.0,74.0,3.0,0,5,11,19,7
2585,2847,1,13.0,1024.0,67.0,2.0,0,13,9,21,8
2586,584,1,19.0,1013.0,52.0,5.0,0,7,10,28,14
2587,2066,1,18.0,1026.0,63.0,1.0,0,10,9,30,9
2588,0,0,13.0,1014.0,94.0,2.0,0,5,11,1,1
2589,0,0,6.0,1016.0,92.0,1.0,0,5,11,4,6
2590,0,0,11.0,1013.0,91.0,0.0,0,5,4,21,3
2591,0,2,12.0,1026.0,73.0,3.0,0,0,3,13,18
2592,0,1,17.0,1020.0,60.0,2.0,0,5,6,24,7
2593,4526,1,14.0,1009.0,61.0,1.0,0,12,4,29,19
2594,0,0,12.0,1016.0,95.0,2.0,0,5,12,21,7
2595,0,1,15.0,1014.0,52.0,4.0,0,5,4,15,10
2596,0,0,6.0,1012.0,83.0,0.0,0,2,11,25,4
2597,2799,1,18.0,1015.0,49.0,0.0,0,4,3,5,14
2598,580,1,26.0,1021.0,59.0,3.0,0,7,10,19,13
2599,9930,0,12.0,1024.0,66.0,2.0,0,25,12,14,18
2600,6435,1,35.0,1016.0,23.0,3.0,0,17,7,16,18
2601,0,0,13.0,1021.0,92.0,1.0,0,0,1,26,7
2602,0,1,17.0,1020.0,89.0,0.0,0,5,7,4,8
2603,840,0,16.0,1020.0,76.0,0.0,0,8,10,15,20
2604,725,1,5.0,1017.0,81.0,1.0,0,7,11,24,8
2605,0,0,19.0,1015.0,72.0,1.0,0,5,9,12,1
2606,0,0,12.0,1021.0,76.0,2.0,0,5,3,22,20
2607,0,0,15.0,1014.0,92.0,0.0,0,5,7,6,5
2608,174,1,15.0,1024.0,90.0,1.0,0,5,9,28,11
2609,0,1,21.0,1017.0,66.0,4.0,0,5,6,12,8
2610,0,0,16.0,1015.0,62.0,1.0,0,5,4,15,22
2611,0,0,19.0,1011.0,82.0,1.0,0,5,6,16,4
2612,0,0,13.0,1022.0,68.0,0.0,0,5,3,30,2
2613,258,1,13.0,1020.0,61.0,0.0,0,2,12,19,13
2614,437,1,24.0,1018.0,67.0,0.0,0,5,9,16,16
2615,0,1,17.0,1015.0,74.0,0.0,0,5,6,19,16
2616,0,0,14.0,1011.0,91.0,1.0,0,5,4,23,21
2617,0,0,13.0,1017.0,91.0,3.0,0,5,12,27,22
2618,0,2,14.0,1024.0,94.0,1.0,0,2,12,29,8
2619,0,0,12.0,1022.0,83.0,1.0,0,5,10,24,0
2620,0,2,18.0,1012.0,85.0,1.0,0,5,6,16,5
2621,340,1,17.0,1008.0,88.0,2.0,0,6,10,30,13
2622,0,1,14.0,1010.0,72.0,4.0,0,5,4,10,14
2623,3917,0,10.0,1027.0,84.0,3.0,0,15,12,5,17
2624,0,0,15.0,1018.0,91.0,1.0,0,5,9,11,4
2625,345,1,18.0,1022.0,44.0,0.0,0,6,10,1,11
2626,146,1,23.0,1008.0,46.0,2.0,0,6,3,31,19
2627,131,1,22.0,1022.0,65.0,2.0,0,6,6,8,12
2628,133,1,22.0,1013.0,64.0,3.0,0,6,9,24,12
2629,0,0,11.0,1013.0,76.0,1.0,0,5,4,30,22
2630,0,1,20.0,1019.0,52.0,5.0,0,5,5,3,15
2631,2523,1,22.0,1022.0,63.0,1.0,0,12,7,8,19
2632,0,0,4.0,1030.0,100.0,1.0,0,0,1,17,6
2633,0,0,13.0,1018.0,89.0,1.0,0,5,9,18,3
2634,0,0,16.0,1016.0,93.0,1.0,0,5,10,17,6
2635,396,1,11.0,1010.0,73.0,1.0,0,0,11,25,12
2636,2377,1,34.0,1016.0,24.0,3.0,0,11,7,16,19
2637,838,1,16.0,1012.0,93.0,3.0,2,8,10,31,16
2638,0,2,14.0,1016.0,88.0,2.0,2,5,6,19,20
2639,0,1,29.0,1017.0,45.0,1.0,0,5,6,12,14
2640,0,0,11.0,1007.0,91.0,2.0,0,0,1,20,20
2641,613,0,8.0,1016.0,91.0,3.0,0,4,1,22,18
2642,2675,1,21.0,1019.0,51.0,1.0,0,8,10,27,17
2643,0,0,14.0,1025.0,76.0,2.0,0,0,3,15,20
2644,0,0,5.0,1012.0,84.0,1.0,0,5,11,23,5
2645,0,0,13.0,1024.0,93.0,1.0,0,3,12,28,22
2646,1246,1,23.0,1017.0,68.0,4.0,0,12,7,20,17
2647,0,0,8.0,1017.0,82.0,1.0,0,0,3,7,5
2648,188,1,19.0,1019.0,58.0,2.0,0,6,5,5,12
2649,205,0,11.0,1020.0,81.0,2.0,0,5,11,9,3
2650,0,0,12.0,1021.0,88.0,2.0,0,5,6,23,4
2651,2097,1,17.0,1021.0,79.0,0.0,0,13,6,7,8
2652,880,1,15.0,1020.0,69.0,1.0,0,5,12,30,11
2653,970,1,28.0,1020.0,38.0,0.0,0,10,6,9,16
2654,0,1,10.0,1025.0,45.0,1.0,0,0,3,21,10
2655,0,0,14.0,1009.0,93.0,2.0,0,5,10,29,0
2656,2036,1,26.0,1021.0,38.0,1.0,0,13,10,7,14
2657,0,1,16.0,1025.0,58.0,2.0,0,5,3,24,14
2658,0,0,12.0,1022.0,85.0,1.0,0,5,10,24,2
2659,0,0,9.0,1014.0,92.0,0.0,0,0,1,24,3
2660,1666,1,16.0,1020.0,55.0,1.0,0,7,11,19,14
2661,1102,0,14.0,1021.0,67.0,2.0,0,8,11,19,20
2662,139,1,23.0,1021.0,67.0,2.0,0,5,10,18,15
2663,494,0,12.0,1023.0,92.0,2.0,0,2,1,28,18
2664,0,0,19.0,1010.0,80.0,0.0,0,5,9,13,5
2665,0,0,19.0,1018.0,48.0,2.0,0,5,10,12,22
2666,0,0,8.0,1024.0,90.0,0.0,0,5,3,23,23
2667,372,1,21.0,1028.0,64.0,1.0,0,7,9,29,13
2668,50,0,11.0,1023.0,97.0,1.0,0,2,11,29,1
2669,0,1,22.0,1017.0,45.0,2.0,0,5,4,5,14
2670,0,1,4.0,1031.0,87.0,2.0,0,0,1,17,8
2671,440,1,15.0,1015.0,72.0,2.0,0,6,4,11,12
2672,0,0,11.0,1022.0,91.0,1.0,0,2,12,30,3
2673,0,0,10.0,1018.0,87.0,2.0,0,0,3,6,2
2674,0,0,13.0,1021.0,87.0,2.0,0,5,6,23,3
2675,346,1,30.0,1014.0,31.0,1.0,0,5,6,15,14
2676,0,0,12.0,1018.0,89.0,1.0,0,5,9,18,6
2677,0,0,11.0,1023.0,87.0,0.0,0,5,6,4,1
2678,0,2,18.0,1016.0,81.0,2.0,0,5,6,12,5
2679,0,0,3.0,1030.0,93.0,1.0,0,0,1,17,4
2680,7737,1,17.0,1019.0,59.0,0.0,0,13,11,20,13
2681,0,0,14.0,1019.0,82.0,0.0,0,5,4,13,21
2682,0,0,10.0,1028.0,84.0,0.0,0,0,3,2,22
2683,5831,1,19.0,1015.0,85.0,4.0,0,18,7,5,18
2684,344,0,16.0,1017.0,90.0,1.0,0,7,9,17,20
2685,2867,1,16.0,1019.0,40.0,2.0,0,11,10,13,8
2686,3002,1,18.0,1014.0,48.0,3.0,0,10,4,7,19
2687,1227,1,21.0,1019.0,73.0,0.0,0,10,7,2,15
2688,0,0,13.0,1011.0,94.0,0.0,0,0,12,27,3
2689,0,0,9.0,1025.0,93.0,1.0,0,2,12,3,22
2690,0,1,13.0,1027.0,58.0,1.0,0,0,3,15,10
2691,78,0,8.0,1017.0,91.0,0.0,2,1,1,23,0
2692,0,0,12.0,1021.0,89.0,0.0,0,5,6,8,4
2693,3176,1,16.0,1021.0,67.0,2.0,0,14,10,7,8
2694,265,2,15.0,1006.0,82.0,1.0,0,5,4,28,20
2695,0,1,26.0,1018.0,47.0,2.0,0,5,7,9,20
2696,3457,1,10.0,1012.0,87.0,2.0,0,10,4,30,9
2697,0,0,10.0,1019.0,85.0,1.0,0,0,3,4,5
2698,316,1,11.0,1009.0,71.0,2.0,0,0,11,25,15
2699,775,1,18.0,1021.0,70.0,0.0,0,9,6,7,9
2700,0,0,12.0,1019.0,89.0,1.0,0,5,6,2,23
2701,129,1,18.0,1022.0,64.0,1.0,0,5,10,24,16
2702,388,1,19.0,1022.0,63.0,2.0,0,7,10,25,14
2703,0,1,12.0,1015.0,81.0,0.0,0,0,1,24,15
2704,0,0,13.0,1018.0,93.0,2.0,0,5,12,28,3
2705,0,0,14.0,1019.0,83.0,1.0,0,5,7,12,4
2706,1734,0,11.0,1025.0,84.0,1.0,0,9,12,4,18
2707,0,0,14.0,1022.0,77.0,1.0,0,5,7,9,0
2708,0,0,12.0,1026.0,73.0,0.0,0,0,3,2,20
2709,204,1,22.0,1021.0,49.0,2.0,0,5,9,19,14
2710,0,0,12.0,1016.0,95.0,2.0,0,5,12,21,5
2711,0,2,6.0,1012.0,94.0,0.0,0,5,11,3,7
2712,0,0,13.0,1020.0,71.0,2.0,0,5,11,20,3
2713,0,0,8.0,1013.0,38.0,7.0,0,0,3,21,3
2714,0,0,8.0,1018.0,92.0,1.0,0,2,12,2,0
2715,84,1,16.0,1017.0,66.0,0.0,0,5,11,21,11
2716,1021,1,18.0,1011.0,70.0,0.0,0,5,4,24,12
2717,19375,0,9.0,1014.0,85.0,1.0,0,36,11,3,18
2718,0,0,15.0,1013.0,75.0,2.0,0,3,12,21,21
2719,0,0,11.0,1022.0,67.0,2.0,0,5,11,8,6
2720,0,0,7.0,1025.0,86.0,2.0,0,5,12,12,7
2721,0,0,12.0,1019.0,90.0,0.0,0,5,11,11,20
2722,2847,1,23.0,1012.0,63.0,3.0,0,11,9,24,14
2723,165,2,15.0,1012.0,93.0,3.0,2,5,10,31,17
2724,899,1,23.0,1022.0,52.0,0.0,0,9,6,5,11
2725,0,0,12.0,1019.0,80.0,0.0,0,5,5,5,0
2726,0,1,13.0,1023.0,92.0,1.0,0,0,1,26,10
2727,0,0,13.0,1014.0,84.0,1.0,0,0,12,22,3
2728,0,0,11.0,1011.0,93.0,3.0,0,5,10,3,7
2729,0,0,11.0,1021.0,70.0,1.0,0,5,11,16,21
2730,0,0,17.0,1027.0,78.0,1.0,0,5,9,29,23
2731,84,2,20.0,1017.0,83.0,1.0,1,7,6,11,20
2732,2618,0,12.0,1024.0,65.0,2.0,0,12,12,14,17
2733,1464,1,11.0,1015.0,45.0,6.0,0,8,11,27,12
2734,0,0,8.0,1015.0,74.0,1.0,0,5,11,23,23
2735,0,1,22.0,1020.0,63.0,0.0,0,5,6,13,9
2736,0,1,18.0,1018.0,59.0,0.0,0,5,6,27,18
2737,42,1,23.0,1024.0,59.0,1.0,0,6,10,6,13
2738,0,0,15.0,1023.0,36.0,3.0,0,0,3,18,1
2739,1494,0,8.0,1018.0,53.0,5.0,0,11,11,27,17
2740,0,0,12.0,1008.0,91.0,1.0,0,5,4,26,1
2741,3676,1,16.0,1013.0,82.0,1.0,0,14,6,1,19
2742,0,1,15.0,1025.0,94.0,3.0,0,2,12,29,13
2743,0,1,14.0,1006.0,91.0,0.0,0,5,4,28,15
2744,2272,1,16.0,1008.0,86.0,1.0,0,10,10,30,11
2745,0,1,17.0,1015.0,82.0,4.0,0,5,6,21,16
2746,2360,1,12.0,1006.0,90.0,2.0,0,6,12,24,13
2747,0,0,10.0,1014.0,100.0,3.0,2,0,1,24,20
2748,150,0,15.0,1018.0,58.0,2.0,0,0,3,18,19
2749,200,1,24.0,1020.0,38.0,1.0,0,5,7,14,11
2750,0,0,19.0,1019.0,56.0,1.0,0,5,10,10,0
2751,0,1,13.0,1007.0,91.0,4.0,2,0,1,23,14
2752,29,0,11.0,1014.0,71.0,3.0,0,6,5,10,21
2753,0,0,19.0,1017.0,58.0,2.0,0,5,7,15,1
2754,0,0,11.0,1024.0,94.0,0.0,0,5,12,10,1
2755,0,0,12.0,1023.0,87.0,0.0,0,5,6,4,0
2756,0,0,11.0,1017.0,65.0,1.0,0,5,10,28,4
2757,35,0,17.0,1023.0,36.0,4.0,0,0,3,17,23
2758,0,0,13.0,1016.0,92.0,0.0,0,0,1,25,17
2759,0,1,13.0,1028.0,93.0,1.0,0,0,1,27,12
2760,6159,1,22.0,1017.0,60.0,0.0,0,17,7,1,18
2761,0,0,12.0,1019.0,89.0,1.0,0,5,6,3,0
2762,3770,2,11.0,1010.0,91.0,5.0,2,14,11,2,17
2763,221,2,12.0,1009.0,64.0,0.0,0,5,4,29,20
2764,0,1,17.0,1016.0,77.0,2.0,0,5,7,6,10
2765,9297,1,23.0,1020.0,41.0,0.0,0,24,9,21,18
2766,2185,1,18.0,1021.0,58.0,0.0,0,5,10,15,10
2767,1943,1,18.0,1016.0,93.0,3.0,0,14,9,17,17
2768,0,0,8.0,1015.0,90.0,0.0,0,0,3,8,1
2769,0,0,5.0,1025.0,91.0,0.0,0,0,3,13,3
2770,0,0,14.0,1024.0,85.0,1.0,0,5,7,8,1
2771,0,0,9.0,1018.0,81.0,1.0,0,5,5,3,3
2772,1493,1,19.0,1022.0,47.0,0.0,0,8,10,22,13
2773,0,0,18.0,1013.0,61.0,0.0,0,5,4,3,21
2774,0,0,10.0,1025.0,66.0,2.0,0,5,12,14,20
2775,1741,0,14.0,1024.0,94.0,0.0,0,5,12,29,17
2776,0,0,13.0,1023.0,93.0,0.0,0,5,10,25,1
2777,35,1,9.0,1027.0,94.0,0.0,0,3,12,11,9
2778,0,0,7.0,1017.0,91.0,1.0,2,5,5,11,4
2779,0,0,10.0,1028.0,83.0,2.0,0,0,3,16,6
2780,2695,1,20.0,1024.0,37.0,1.0,0,4,3,16,17
2781,0,1,16.0,1016.0,55.0,1.0,0,5,7,20,11
2782,0,1,12.0,1025.0,65.0,2.0,0,5,3,27,9
2783,0,1,14.0,1019.0,82.0,2.0,0,0,3,7,12
2784,578,1,18.0,1015.0,42.0,1.0,0,8,4,7,14
2785,0,0,11.0,1025.0,91.0,1.0,0,0,3,11,0
2786,392,1,14.0,1019.0,54.0,0.0,0,0,3,9,17
2787,0,1,16.0,1023.0,63.0,3.0,0,5,10,21,12
2788,0,0,12.0,1019.0,77.0,2.0,0,5,12,20,0
2789,0,0,12.0,1016.0,91.0,0.0,0,5,5,12,5
2790,0,2,16.0,1018.0,89.0,1.0,0,5,9,16,7
2791,214,1,14.0,1027.0,68.0,1.0,0,0,3,3,10
2792,100,1,21.0,1021.0,47.0,1.0,0,6,10,15,12
2793,890,1,18.0,1022.0,93.0,0.0,0,7,10,18,9
2794,331,1,21.0,1020.0,53.0,0.0,0,5,6,7,19
2795,0,0,9.0,1018.0,75.0,1.0,0,0,3,7,1
2796,0,1,7.0,1024.0,93.0,2.0,0,5,3,27,7
2797,0,0,13.0,1015.0,92.0,0.0,0,5,6,19,5
2798,0,0,11.0,1009.0,93.0,1.0,2,0,12,26,5
2799,0,2,13.0,1010.0,89.0,2.0,0,5,4,24,7
2800,0,0,8.0,1019.0,90.0,1.0,0,2,12,1,22
2801,0,2,11.0,1011.0,91.0,1.0,2,5,4,10,7
2802,78,0,14.0,1014.0,91.0,0.0,0,6,6,19,1
2803,0,0,16.0,1019.0,92.0,0.0,0,5,10,9,3
2804,0,0,8.0,1015.0,89.0,0.0,0,0,3,8,0
2805,0,2,20.0,1016.0,84.0,1.0,3,5,6,15,20
2806,5031,1,17.0,1011.0,82.0,2.0,2,15,4,23,17
2807,0,0,15.0,1017.0,93.0,1.0,0,5,10,17,0
2808,0,1,15.0,1029.0,82.0,4.0,0,0,3,14,13
2809,0,0,19.0,1018.0,77.0,2.0,0,5,6,14,23
2810,393,0,8.0,1027.0,90.0,0.0,0,3,12,1,0
2811,0,1,21.0,1024.0,67.0,1.0,0,5,10,6,12
2812,0,1,13.0,1026.0,88.0,3.0,0,0,3,11,11
2813,0,0,13.0,1022.0,94.0,0.0,0,5,9,28,6
2814,2479,1,11.0,1012.0,91.0,0.0,0,11,4,21,8
2815,0,1,14.0,1017.0,83.0,1.0,0,5,4,2,18
2816,0,0,8.0,1018.0,83.0,1.0,0,5,5,2,2
2817,0,2,14.0,1022.0,79.0,2.0,0,5,9,20,7
2818,0,0,17.0,1011.0,85.0,1.0,0,5,6,17,2
2819,0,1,10.0,1019.0,92.0,0.0,0,5,6,3,6
2820,0,0,15.0,1019.0,78.0,0.0,0,5,10,15,22
2821,0,1,29.0,1017.0,35.0,2.0,0,5,6,25,14
2822,1486,1,23.0,1018.0,56.0,0.0,0,9,7,1,17
2823,699,1,13.0,1023.0,82.0,1.0,0,8,3,23,9
2824,0,0,11.0,1009.0,93.0,1.0,2,0,12,25,23
2825,276,1,23.0,1017.0,59.0,3.0,0,7,6,30,13
2826,0,0,17.0,1017.0,86.0,0.0,0,5,7,27,1
2827,397,1,10.0,1022.0,67.0,2.0,0,2,12,19,10
2828,0,0,18.0,1015.0,75.0,1.0,0,5,9,24,0
2829,364,1,23.0,1017.0,57.0,0.0,0,6,6,30,14
2830,613,1,15.0,1013.0,90.0,1.0,0,6,4,1,16
2831,0,0,9.0,1026.0,67.0,2.0,0,5,12,17,1
2832,0,1,15.0,1023.0,93.0,1.0,0,5,9,28,10
2833,0,0,12.0,1020.0,71.0,1.0,0,5,11,14,22
2834,0,0,18.0,1019.0,92.0,0.0,0,5,10,17,18
2835,0,0,14.0,1020.0,93.0,1.0,0,5,10,5,5
2836,1697,1,15.0,1018.0,82.0,1.0,0,9,4,13,17
2837,0,0,10.0,1018.0,89.0,1.0,0,5,5,5,5
2838,143,0,11.0,1025.0,91.0,1.0,0,0,3,11,19
2839,0,1,12.0,1025.0,74.0,1.0,0,5,3,26,10
2840,0,0,16.0,1016.0,90.0,0.0,0,5,7,20,1
2841,0,0,14.0,1026.0,72.0,1.0,0,5,9,28,21
2842,0,0,9.0,1011.0,91.0,0.0,0,5,11,2,23
2843,0,1,16.0,1022.0,93.0,0.0,0,5,10,5,9
2844,0,0,5.0,1022.0,75.0,0.0,0,0,3,10,3
2845,98,1,13.0,1014.0,92.0,1.0,2,0,1,25,13
2846,0,0,10.0,1025.0,65.0,1.0,0,5,12,16,23
2847,0,0,6.0,1016.0,92.0,1.0,0,5,11,4,5
2848,0,0,11.0,1019.0,71.0,1.0,0,5,5,2,23
2849,792,1,18.0,1018.0,48.0,1.0,0,7,7,2,9
2850,178,1,14.0,1023.0,36.0,1.0,0,1,3,18,11
2851,169,1,21.0,1019.0,54.0,3.0,0,6,5,5,14
2852,0,0,11.0,1018.0,93.0,0.0,0,0,2,1,0
2853,0,1,20.0,1016.0,60.0,1.0,0,5,6,26,9
2854,0,0,8.0,1020.0,65.0,2.0,0,0,3,9,1
2855,0,0,16.0,1019.0,90.0,0.0,0,5,7,4,0
2856,2654,1,10.0,1003.0,90.0,2.0,2,7,1,20,8
2857,0,0,16.0,1016.0,93.0,1.0,0,5,10,17,3
2858,0,0,19.0,1018.0,49.0,2.0,0,5,10,12,23
2859,18314,0,15.0,1021.0,66.0,2.0,0,33,11,19,19
2860,0,1,13.0,1028.0,93.0,0.0,0,0,1,27,11
2861,0,1,9.0,1010.0,82.0,1.0,0,0,11,25,11
2862,0,1,15.0,1018.0,80.0,0.0,0,5,10,16,9
2863,767,1,24.0,1014.0,28.0,2.0,0,8,6,11,12
2864,282,1,14.0,1006.0,91.0,1.0,0,7,4,28,16
2865,0,0,11.0,1013.0,100.0,3.0,0,5,4,7,3
2866,0,2,11.0,1017.0,93.0,2.0,0,0,2,1,7
2867,0,0,17.0,1018.0,67.0,1.0,0,5,7,10,3
2868,0,0,12.0,1024.0,71.0,2.0,0,5,9,21,6
2869,0,1,22.0,1019.0,69.0,0.0,0,5,7,3,14
2870,0,0,11.0,1010.0,91.0,0.0,2,5,4,22,0
2871,0,1,13.0,1024.0,70.0,0.0,0,0,3,12,17
2872,0,1,10.0,1010.0,91.0,1.0,2,0,1,23,11
2873,0,1,11.0,1015.0,87.0,3.0,0,0,1,30,16
2874,0,1,23.0,1021.0,57.0,0.0,0,5,6,6,15
2875,0,1,11.0,1009.0,87.0,5.0,3,5,5,10,11
2876,0,0,12.0,1021.0,86.0,0.0,0,5,10,4,2
2877,0,0,15.0,1019.0,90.0,0.0,0,5,7,7,0
2878,0,1,10.0,1017.0,72.0,0.0,0,0,3,8,11
2879,0,0,13.0,1013.0,76.0,1.0,0,0,3,3,23
2880,0,0,13.0,1014.0,87.0,0.0,0,5,4,9,21
2881,644,1,12.0,1023.0,94.0,0.0,0,7,12,10,12
2882,0,1,15.0,1009.0,51.0,0.0,0,5,4,29,15
2883,279,1,18.0,1018.0,53.0,1.0,0,6,7,1,9
2884,0,0,20.0,1020.0,59.0,2.0,0,5,6,24,23
2885,0,2,11.0,1008.0,91.0,1.0,0,5,4,21,20
2886,0,0,10.0,1018.0,78.0,1.0,0,0,3,19,23
2887,0,1,20.0,1019.0,60.0,0.0,0,5,6,22,14
2888,338,1,18.0,1023.0,92.0,0.0,0,5,9,27,16
2889,14277,1,23.0,1022.0,59.0,3.0,0,28,7,8,18
2890,0,0,11.0,1027.0,85.0,1.0,0,5,9,29,5
2891,0,0,11.0,1011.0,91.0,1.0,0,0,1,23,20
2892,0,1,9.0,1013.0,60.0,0.0,0,5,11,22,10
2893,0,1,17.0,1016.0,91.0,1.0,0,5,7,24,10
2894,0,0,13.0,1021.0,63.0,2.0,0,5,3,30,5
2895,0,0,8.0,1024.0,93.0,1.0,0,2,12,9,3
2896,160,1,16.0,1014.0,68.0,0.0,0,6,4,20,16
